RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,50722,Jon Thomson,25.00,25,1
2,0,33948,Byeong Hun An,26.00,26,1
2,0,34076,Joel Dahmen,26.00,26,1
2,0,39977,Max Homa,26.00,26,1
2,0,34500,Ryosuke Kinoshita,26.00,26,1
2,0,26329,Louis Oosthuizen,26.00,26,1
2,0,24138,Ian Poulter,26.00,26,1
2,0,23481,Marcel Siem,26.00,26,1
9,0,32102,Rickie Fowler,27.00,27,1
9,0,28938,Justin Harding,27.00,27,1
9,0,27644,Brian Harman,27.00,27,1
9,0,30812,Benjamin Hebert,27.00,27,1
9,0,46717,Viktor Hovland,27.00,27,1
9,0,47238,Jazz Janewattananond,27.00,27,1
9,0,28237,Rory McIlroy,27.00,27,1
9,0,50525,Collin Morikawa,27.00,27,1
9,0,46414,Aaron Rai,27.00,27,1
9,0,22405,Justin Rose,27.00,27,1
9,0,48081,Xander Schauffele,27.00,27,1
9,0,34046,Jordan Spieth,27.00,27,1
21,0,45194,Marcus Armitage,28.00,28,1
21,0,45522,Christiaan Bezuidenhout,28.00,28,1
21,0,30911,Tommy Fleetwood,28.00,28,1
21,0,29970,Dylan Frittelli,28.00,28,1
21,0,21209,Sergio Garcia,28.00,28,1
21,0,29420,Billy Horschel,28.00,28,1
21,0,46646,Antoine Rozner,28.00,28,1
21,0,29221,Webb Simpson,28.00,28,1
21,0,35314,Andy Sullivan,28.00,28,1
21,0,35181,Daniel van Tonder,28.00,28,1
21,0,48640,Johannes Veerman,28.00,28,1
32,0,39997,Corey Conners,29.00,29,1
32,0,46402,Talor Gooch,29.00,29,1
32,0,35310,Lanto Griffin,29.00,29,1
32,0,47989,Sam Horsfield,29.00,29,1
32,0,35506,Mackenzie Hughes,29.00,29,1
32,0,45847,JC Ritchie,29.00,29,1
32,0,35891,Cameron Smith,29.00,29,1
32,0,33419,Cameron Tringale,29.00,29,1
40,-14,40026,Daniel Berger,30.00,30,1
40,0,47504,Sam Burns,30.00,30,1
40,0,29725,Tony Finau,30.00,30,1
40,0,30925,Dustin Johnson,30.00,30,1
40,0,46837,Yuxin Lin,30.00,30,1
40,0,45486,Joaquin Niemann,30.00,30,1
40,0,46970,Jon Rahm,30.00,30,1
40,0,46046,Scottie Scheffler,30.00,30,1
40,0,24502,Adam Scott,30.00,30,1
40,0,34708,Jack Senior,30.00,30,1
40,0,27214,Kevin Streelman,30.00,30,1
40,0,48887,Matt Wallace,30.00,30,1
40,0,32139,Danny Willett,30.00,30,1
53,0,45526,Abraham Ancer,31.00,31,1
53,0,25364,Paul Casey,31.00,31,1
53,0,47959,Bryson DeChambeau,31.00,31,1
53,0,40098,Matt Fitzpatrick,31.00,31,1
53,0,29936,Ryan Fox,31.00,31,1
53,0,31646,Emiliano Grillo,31.00,31,1
53,0,29478,Kevin Kisner,31.00,31,1
53,0,33204,Shane Lowry,31.00,31,1
53,0,52215,Robert MacIntyre,31.00,31,1
53,-38,26476,Chez Reavie,31.00,31,1
63,0,34099,Harris English,32.00,32,1
63,0,20766,Padraig Harrington,32.00,32,1
63,0,36689,Brooks Koepka,32.00,32,1
63,0,34541,Poom Saksansin,32.00,32,1
63,0,27649,Brandt Snedeker,32.00,32,1
63,0,29518,Brendan Steele,32.00,32,1
63,0,20396,Lee Westwood,32.00,32,1
63,0,29454,Bernd Wiesberger,32.00,32,1
71,0,33974,Dean Burmester,33.00,33,1
71,0,34587,Chan Kim,33.00,33,1
71,0,30944,Jason Kokrak,33.00,33,1
74,0,45836,Richard Bland,34.00,34,1
74,0,48867,Matti Schmid,34.00,34,1
76,0,54190,Richard Mansell,35.00,35,1
76,0,33448,Justin Thomas,35.00,35,1
